,,,,,,,,,,,,
date,time,u,v,u_rot,wind_dir,u*,NEE,qc_flx,srf_flx0,srf_flx1
2025-07-01,03:15,4.4354008201587956,-3.883075728164286,5.895002760484843,311.2012858605525,0.6,-69.3814174341113,1,-144.94383495453658,-27.833713887493538
2025-07-01,03:30,-3.9917272713735485,-1.1659093393288478,4.158513099241308,73.71789758734464,0.6,8.422494551578424,1,8.83781802298097,34.97259976523707
2025-07-01,03:45,0.14737967000679086,-0.5339217207768676,0.5538891324521921,344.56877237705623,0.6,8.537149611537739,1,7.782460107318708,34.855387920270516
2025-07-01,04:00,4.851367976958045,3.0140153041107007,5.71139733351371,238.14850547527604,0.6,7.665118625590599,1,9.760544188808993,36.00330212402354
2025-07-01,04:15,4.21470565959177,4.536305057273471,6.192076176020428,222.89532886879167,0.6,3.783849418540942,1,6.252372063290907,31.60588207256455
2025-07-01,04:30,-1.6974674804049372,-4.1726143092001236,4.504676017248511,22.13705703386381,0.6,-38.87357839290365,1,-70.03219717195138,3.45977354808414
2025-07-01,04:45,2.100490473544384,2.0155283258137233,2.9110847912089715,226.182521632492,0.6,-21.282505088369387,1,-26.126667807182006,21.848487502471457
2025-07-01,05:00,-2.603595603877751,-2.7851723995700484,3.812596931732796,43.07012486355106,0.6,6.863994742138509,1,7.499099603849538,33.33216284365754
2025-07-01,05:15,3.1317052748334495,-2.3576162545935118,3.9199403480592903,306.973233948764,0.6,10.353394776922674,1,7.7678827960302295,33.677245996353236
2025-07-01,05:30,3.146420115578603,3.102855291824956,4.419012390311188,225.39941272235126,0.6,6.293951395838114,1,7.376939083941337,33.172427084097976
2025-07-01,05:45,3.257058264983507,1.5941728035332126,3.626267429330374,243.92048293449994,0.6,-8.993405852373643,1,-11.8597290083728,24.746253137671996
2025-07-01,06:00,1.522707859877006,-2.581409459025709,2.99705088740225,329.4647252860135,0.6,23.855212986277323,1,12.657182829908297,38.84656769207371
2025-07-01,06:15,-0.40654405241355773,-0.8134589996310049,0.9093918905694689,26.55460067142286,0.6,-6.737459634497413,1,-7.77623871953986,29.560710649368936
2025-07-01,06:30,4.612111401741153,2.8901011455624372,5.442816937363598,237.92738470509815,0.6,-92.53779313505851,1,-117.85200500255502,-13.20343086533915
2025-07-01,06:45,2.558638312606142,4.935040079326672,5.55888933144892,207.40509247405532,0.6,-93.86764608974694,1,-127.31374013129725,-17.950318550443946
2025-07-01,07:00,-0.7615039719477734,-1.8135356231766864,1.9669264744324044,22.77754489338409,0.6,-132.62287675157197,1,-143.8747352175622,-28.0984753563488
2025-07-01,07:15,-3.656362721476414,-1.981139022672701,4.158593533655213,61.54969097394003,0.6,-62.154415572229375,1,-76.49890317414764,0.8503923219269538
2025-07-01,07:30,1.7918268087109102,1.0134115589538828,2.0585544200327726,240.50860634641248,0.6,-134.58897540143124,1,-184.87541627618074,-46.09826415742949
2025-07-01,07:45,0.8850006497307117,1.0500431349020234,1.3732504269719528,220.12496444514488,0.6,-182.70535298406898,1,-221.9148035644337,-62.86711754755394
2025-07-01,08:00,1.046033142332834,-1.9076922852652278,2.1756551174575374,331.2629915739608,0.6,-165.23445602893227,1,-242.08126080544406,-74.31189528529765
2025-07-01,08:15,0.9122231138965653,2.750131300361086,2.8974770367947533,198.35076841250026,0.6,-237.02126988615294,1,-230.42558815161883,-68.114385862322
2025-07-01,08:30,3.9376265323228687,2.305912660067021,4.563127864076393,239.64634244791904,0.6,-126.56088303211035,1,-218.40015114577514,-60.53844059941391
2025-07-01,08:45,1.4146477253783174,4.881677629628269,5.082519519542559,196.16091204665182,0.6,-196.64813689040346,1,-246.34985523857762,-76.22151379148991
2025-07-01,09:00,-3.802309792415169,4.303418429877427,5.7425577872673585,138.53761136016823,0.6,-201.3579997544158,1,-239.54640789937955,-70.95762748263573
2025-07-01,09:15,3.1194419155742437,-3.0772070422452504,4.381794272382635,314.60949175336077,0.6,-138.30774113870964,1,-259.4229174458343,-82.16918079552224
2025-07-01,09:30,-4.996171056325291,3.4551781616380985,6.074535484522532,124.66638634063297,0.6,-203.55285723153565,1,-257.1337246941337,-81.00638998040779
2025-07-01,09:45,0.9999316673768599,4.61467485846172,4.721767400957163,192.22613602311276,0.6,-194.37395229026114,1,-247.9976048636366,-74.63365678889565
2025-07-01,10:00,-1.6166135102713675,2.4275074151753118,2.916544443742121,146.33812499686871,0.6,-224.30280504212337,1,-268.2845897242434,-87.45367814324612
2025-07-01,10:15,-0.6183110739383979,-3.739541468712655,3.7903138366600273,9.388576319240343,0.6,-194.13460032035127,1,-258.4147971757099,-80.55147775207959
2025-07-01,10:30,-1.2756754508351487,-2.813182705423436,3.088906730537033,24.39255358764504,0.6,-217.428483244619,1,-270.51768744871714,-87.28691719291609
2025-07-01,10:45,2.1395905896821823,-2.348873317488549,3.177271432072842,317.6695856016827,0.6,-164.10751253486222,1,-270.85931189140643,-87.43639085900992
2025-07-01,11:00,2.0752622529199627,3.0569460964002304,3.6948116128824546,214.1713197604056,0.6,-217.6368826984568,1,-266.58361915093434,-84.93297197642784
2025-07-01,11:15,0.7117860159573086,4.900555533230705,4.95197777325287,188.26419043196395,0.6,-250.98848546743818,1,-257.3931763769309,-79.77330500214187
2025-07-01,11:30,1.5621127904406484,-0.2722112588999315,1.5856529694514354,279.88501178698317,0.6,-277.0328730891666,1,-269.9728878574208,-87.09327684638745
2025-07-01,11:45,-3.620646416038876,-2.8695503570554837,4.619891743499236,51.601347402642745,0.6,-192.00525353994314,1,-254.19921532097325,-78.03832959871572
2025-07-01,12:00,-2.934973214171693,-1.6929559679199813,3.3882396133126713,60.022722755059206,0.6,-215.16696857661933,1,-243.00179754947322,-73.25203740905815
2025-07-01,12:15,-0.5268984600674032,-4.72471536522304,4.754004340510859,6.363311081480163,0.6,-143.70645300409228,1,-254.20608368646754,-78.37688973854532
2025-07-01,12:30,-4.522616228864008,3.6358557985110993,5.80288763816351,128.79676037535674,0.6,-197.38555430706248,1,-255.7954007619379,-79.44878646649335
2025-07-01,12:45,4.13217542315818,-0.6661210901239312,4.185521596463262,279.1574978568955,0.6,-212.96345864513816,1,-261.64603151900366,-82.82063669645642
2025-07-01,13:00,0.8311262884358872,-1.5117242777690354,1.725132226620767,331.1985787261268,0.6,-226.57412366255213,1,-253.82117199425718,-78.69360225880308
2025-07-01,13:15,-4.311835914263442,0.2544948107749023,4.31933982921504,93.37781444973817,0.6,-199.0056260010837,1,-240.95651918056757,-71.4205573156224
2025-07-01,13:30,-2.2516559598819597,4.706057075617612,5.216984546713029,154.430790808659,0.6,-244.94684820595785,1,-248.93218690690856,-75.76273142112663
2025-07-01,13:45,3.898989854429452,-0.5873970644530135,3.942988358627478,278.5673895320047,0.6,-180.84830690140257,1,-247.07408361892533,-74.70847339124838
2025-07-01,14:00,1.5316407775053986,2.6697313263097655,3.077887071677101,209.8431502899887,0.6,-220.66285141035584,1,-242.07617517357616,-73.69585379761457
2025-07-01,14:15,-1.2913723354768247,3.861342928279523,4.071561336712141,161.50820630535412,0.6,-222.8622816121027,1,-256.8715506806531,-80.04930365479882
2025-07-01,14:30,3.0662966515366663,-3.034321702056383,4.313847858559145,314.699700460895,0.6,-127.50491207691528,1,-247.45409027425134,-74.80318487131409
2025-07-01,14:45,2.56749996221688,3.439536221560057,4.292139964563984,216.74012171134174,0.6,-195.08397535279437,1,-244.3398726669774,-73.55147896289365
2025-07-01,15:00,-1.317575981740824,1.5282988042757584,2.0178463030694407,139.23473854484774,0.6,-190.4696884714144,1,-211.30430667460962,-55.25574800707228
2025-07-01,15:15,-1.789562640144795,0.043224141263659144,1.7900845704574937,91.3836226685845,0.6,-214.15029839178365,1,-208.76845438553977,-54.95371580423944
2025-07-01,15:30,1.2418851245301366,-1.5719196388623269,2.003299781253495,321.68972465975804,0.6,-166.32761882937902,1,-207.96474636997058,-54.37143297677024
2025-07-01,15:45,-2.0101713854137424,-3.2712289306638045,3.839495763189232,31.570740339683738,0.6,-154.88136870262076,1,-219.76359487648514,-59.686568420911975
2025-07-01,16:00,-1.374623041798374,3.087540609599789,3.379718260886675,156.00059787710262,0.6,-142.90109536031056,1,-175.26617766669696,-36.83267178740869
2025-07-01,16:15,0.8826856990283927,0.1456602030917542,0.8946233498148667,260.6295367050868,0.6,-186.7298270404658,1,-183.42843873268006,-40.874308344977386
2025-07-01,16:30,3.3108782773859726,-1.5588106071980656,3.6594815857959317,295.21175199052846,0.6,-129.78116900477445,1,-189.70149149210843,-43.99135412568188
2025-07-01,16:45,1.3813487461774387,4.553515775390413,4.758427290113334,196.87563185498882,0.6,-60.75707932121067,1,-96.12891405855245,-1.1719548754552207
2025-07-01,17:00,-2.924576588746989,4.7173601812000046,5.550372537282368,148.20272538320023,0.6,-117.08269289307782,1,-155.4574841446567,-27.1987047483128
2025-07-01,17:15,3.874029722158654,-4.416142452168527,5.874557042536374,318.7413711827951,0.6,-32.93264906339928,1,-95.61550164406447,0.1525986757173996
2025-07-01,17:30,-4.5343437626730285,-1.5819171922938757,4.802367682858814,70.76741969215378,0.6,-19.38816256068379,1,-22.28381095475231,28.591272297763428
2025-07-01,17:45,1.8784675613300383,3.170848276554661,3.6855012104052935,210.64326340375203,0.6,-67.42064506674181,1,-72.31546926729732,5.652794171586571
2025-07-01,18:00,-0.7550121922404129,3.475929486783617,3.556983160983967,167.7450585107108,0.6,15.067705685494335,1,17.23189885610224,42.5151773002012
2025-07-01,18:15,-2.2979615152863886,-4.780681050912471,5.304294339145489,25.672504617598292,0.6,-72.89894701766958,1,-118.4039772525098,-11.971064814555888
2025-07-01,18:30,-2.2146880213964515,-2.536688038955001,3.3674365976354026,41.12300203378035,0.6,15.948649025668205,1,16.7509089372296,42.16460226453098
2025-07-01,18:45,-0.7534292018413846,-4.868599184766483,4.926551896011673,8.796899476255533,0.6,11.013586645867486,1,16.23660817455284,41.78177776372147
2025-07-01,19:00,-2.8847310494054157,4.75150028727401,5.558635462716428,148.73722348482704,0.6,15.707088596139844,1,17.509100185665144,42.7140834387178
2025-07-01,19:15,0.11689952573509466,1.2601907151209568,1.2656010973423493,185.29978216803082,0.6,-78.55150848090783,1,-88.53318747797925,-1.196739895453149
2025-07-01,19:30,-4.086833884385203,2.740671493923287,4.920720621632847,123.84619874050372,0.6,12.090760151383892,1,13.819502086159662,39.8577129188572
2025-07-01,19:45,2.42941723285633,-2.5532377940575115,3.5243568667634917,316.4235253539844,0.6,19.482340911569178,1,12.90330840548526,39.06600243239367
2025-07-01,20:00,-4.088383091994389,-1.4218242651161828,4.3285633353087,70.82376776418452,0.6,14.654548873026595,1,17.65219179378497,42.81588815333009
2025-07-01,20:15,-4.959782175922839,2.7345351797539017,5.6636668229967055,118.86978438137584,0.6,-24.967779069673576,1,-27.435869698190608,22.015317446488336
2025-07-01,20:30,0.2603427920608048,2.7936789829348263,2.8057834251897957,185.32401420212025,0.6,-118.31570775382384,1,-115.93069250780698,-14.975639163216819
2025-07-01,20:45,-4.947123499825957,-4.21834091529441,6.501417614657369,49.54625057347121,0.6,-86.75582818796084,1,-116.20696943316135,-14.282283689949466
2025-07-01,21:00,2.8894489579002904,2.391109057664793,3.7505090062493767,230.39118359113866,0.6,4.38667130866288,1,4.606245611304749,35.356172821453455
2025-07-01,21:15,-0.2897428753626108,-2.916166860070052,2.93052556542239,5.674139391596441,0.6,-6.391179115469319,1,-12.618085384658015,27.674695528304206
2025-07-01,21:30,3.8899935544200757,4.03374234226432,5.603849314284403,223.96068021629458,0.6,-73.24250688379252,1,-116.53088119278718,-16.77907152757212
2025-07-01,21:45,-0.6426134942978445,1.9916637067336984,2.092767646867158,162.11762090591984,0.6,-18.237867232103635,1,-19.50301430159514,23.176899317341505
2025-07-01,22:00,-4.97895151298539,1.8233747283622148,5.302325298271455,110.11356958445911,0.6,-56.644495384417326,1,-61.38915643180589,9.001300405408958
2025-07-01,22:15,-2.007463646508134,3.807049995923031,4.303898228758353,152.19724573137762,0.6,-45.05658763842003,1,-50.38306277602939,12.579004677156746
2025-07-01,22:30,-3.4229105223798073,3.074310226172426,4.600836859851342,131.92881100850005,0.6,5.736824233462784,1,6.508820316325624,31.979664083535287
2025-07-01,22:45,-2.7607737937541135,2.476101281451273,3.7084969322198607,131.8885077048012,0.6,5.455030325653903,1,6.2718035608816765,31.634579998332473
2025-07-01,23:00,-3.4304443751043734,0.45064441378532605,3.4599174843283698,97.48387476876671,0.6,-73.25888040182824,1,-105.42245548194792,-10.4788157238143
2025-07-01,23:15,-4.229492099057065,-1.2310374561361581,4.405003590735917,73.77181625704036,0.6,8.79960205410404,1,8.409492336218914,34.46811665491125
2025-07-01,23:30,4.355260853260619,-2.4861672176716154,5.014910221945098,299.7195534908788,0.6,8.622883457877709,1,8.890541691608817,35.03349342972239
2025-07-01,23:45,-3.2524250947394284,0.51840425946582,3.293480222063446,99.05619949523323,0.6,-46.69069034145275,1,-50.659377899579795,10.182787301687611
2025-07-02,00:00,1.9955867971380392,-1.8183108450515562,2.6997446164672247,312.33871768205677,0.6,14.401191723191978,1,10.969979828452018,37.25464542575706
